Video Name,Title,Category,Anomaly Tag,Video Description,Reasoning behind Normality/Anomalies,,,,
smartbench_0061,ring_00103,Wildlife,Abnormal,"The video, captured by a Ring doorbell camera, shows a bear on the porch of a house. The bear, brown in color, first appears sniffing around a decorative wagon wheel to the left of the door. It then turns towards the camera, briefly making eye contact, before turning its attention to the door. The bear sniffs at the door and appears to try and push it open. It then walks across the porch, passing a rocking chair and a potted plant, before exiting to the left. The porch is made of wood and has a dark grey mat by the door. The surrounding environment appears to be wooded, with trees visible through the porch railings. The time of day appears to be early morning or late evening, as there is a dim light outside.","Two bears are attempting to cause damage at the front door of a house, and are biting the pumpkins there. Wild animals may potentially harm the homeowner's property, or even attack people and other animals, causing trouble. This is considered an anomaly.",,,,
smartbench_0062,ring_00104,Pet Monitoring,Normal,"The video begins with a view of a bedroom. A wooden bed with white sheets and various pillows is visible. Two nightstands flank the bed, each with a lamp. A small dog jumps onto the bed from the right side and walks towards the left. The dog, a black Miniature Schnauzer wearing a pink collar, pauses briefly in the center of the bed. It then proceeds to walk towards the foot of the bed, stopping at the edge. The dog looks around the room and lets out a tired howl before the video ends.","The video depicts a dog moving freely around a bedroom. The dog jumps on and off the bed, walks around, and growls. These are all typical behaviors for a dog in a familiar environment. There are no signs of distress, unusual behavior, or external threats. The environment appears safe and undisturbed.",,,,
smartbench_0063,ring_00106,Pet Monitoring,Normal,"The nighttime video, captured by a Ring doorbell camera, shows a woman standing on a porch with a cat. The cat, with light and dark fur, stands on the porch's left side, facing the woman. The woman, wearing a light-colored tank top, stands slightly turned to her right. She gently pets the cat's head and back with her right hand, her arm moving in a smooth, back-and-forth motion. The cat rubs against her hand, seemingly enjoying the affection. In the background, a residential street is visible with parked cars and some distant houses. The environment is dark, illuminated only by the camera's night vision and streetlights.",The video shows a normal pet monitoring event. The cat in the woman in the video are calm and the woman pets the cat throughout the entire video. There are no signs of distress or disturbances making the video a normal event.,,,,
smartbench_0064,ring_00107,Pet Monitoring,Abnormal,"The video, captured from a high-angle camera at night, shows a wooden fence adorned with white string lights. A gray cat is perched atop the fence, initially facing the camera. The cat briefly prepares itself, then jumps onto the roof above where the camera is positioned. The camera shakes slightly as the cat jumps and struggles to get onto the roof. The background reveals a partially visible car parked on a gravel driveway and a house in the distance. The environment is dark, illuminated only by the string lights and a dim light source near the house. ","A cat appears at the front door of a house and jumps from the fence to the roof. The pet is outdoors alone without its owner, which could indicate that the pet has escaped from the house. This is considered an anomaly.",,,,
smartbench_0065,ring_00110,Pet Monitoring,Abnormal,"The video, captured by a Ring indoor security camera, shows a living room with two sofas, a coffee table, a plant, and a vacuum cleaner. The room is dimly lit, with light coming from a lamp and a window with blinds. Initially, a black dog is lying on the right sofa. It gets up, jumps off the sofa, and runs out of the camera's view. The dog reappears, running across the room and disappearing again. It returns, jumps onto the left sofa, lies down briefly, and then jumps off again. The dog runs around the room, briefly leaving the camera's view several times. Finally, it jumps back onto the one of the sofas and stands on the seat, looking towards the door, which is out of the camera's view.","A dog is seen running wildly in the living room while home alone, and even drags the sofa cushions onto the floor. This behavior could potentially cause damage to the owner's property and is therefore considered an anomaly.",,,,
smartbench_0066,ring_00113,Wildlife,Abnormal,"The video, captured at night by a Ring security camera, shows a backyard with a wooden deck on the left and a small white building on the right. Two black bears are in the yard. They appear to be sniffing the ground near the deck's stairs. The bears then engage in playful wrestling, standing on their hind legs and swatting at each other. They fall to the ground and continue to playfully wrestle throughout the rest of the video.","Two bears appeared in the yard and were biting each other. Wild animals may cause damage to the homeowner's property, and even attack people and other animals, causing trouble. This is considered an anomaly.",,,,
smartbench_0067,ring_00115,Senior Care,Vague Abnormal,"The video, captured by a Ring security camera, shows a residential street scene with two pickup trucks parked in a driveway. A man in a motorized recliner enters the frame from the left, driving on the sidewalk. He continues driving down the sidewalk, passing a fire hydrant and exiting the frame to the right. The environment appears to be a sunny, late afternoon in a suburban neighborhood. The grass is brown and dry, suggesting it may be autumn or winter.","In the video, a person is seen sitting on a rapidly moving sofa. The sofa appears to be out of control, which could potentially cause harm to the individual. This is considered an ambiguous anomaly.",,,,
smartbench_0068,ring_00116,Pet Monitoring,Abnormal,"The video, captured by a Ring security camera, shows a backyard scene with a chicken coop, various plants, and decorative items. A large gray cat enters the frame from the right, walks across the patio, circling around the coop. The cat appears to be trying to find a way inside the chicken coop. Several chickens are visible inside the fenced-in coop area, some moving around and pecking at the ground. The cat's presence seems to be agitating and frightening the chickens. The environment appears to be daytime with overcast skies. There are no significant changes in the environment during the video.","A wild animal appears near the chicken coop and attempts to damage the fence and harm the poultry. This could potentially cause damage to the homeowner's property, or even attack people and other animals, causing trouble. This is considered an anomaly.",,,,
smartbench_0069,ring_00118,Wildlife,Abnormal,"The video, captured by a Ring doorbell camera, shows a great blue heron on the paved driveway of a house. The heron walks towards the camera, briefly pausing at the edge of the driveway. It then proceeds to walk onto the porch. The heron looks around, extending its neck upwards. After a few seconds, it walks back down the steps and onto the driveway. The heron then walks out of the view of the camera. The environment appears to be a sunny day, with trees and a well-maintained lawn visible in the background. An American flag hangs on the wall of the house, indicating a possible location in the United States.","An anomaly is observed as a red-crowned crane appears at the doorstep of a house. Wild animals could potentially cause damage to the homeowner's property and bring about inconvenience, hence this is considered unusual.",,,,
smartbench_0070,ring_00119,Wildlife,Abnormal,"The video, captured at night by a Ring security camera, shows a white Subaru SUV parked under a carport. A black bear approaches the vehicle from the bottom side of the frame. It stops briefly at the rear of the car before moving towards the front passenger door. The bear successfully opens the car door, triggering the car's interior lights. The environment is dark, illuminated only by the security camera and the car's interior lights when the door is open. There are no other significant movements or changes in the environment observed.","Multiple bears appeared in the yard and even broke into the car, attempting to cause damage. This resulted in property damage for the homeowner and even attacks on humans and other animals, causing trouble. This is considered an anomaly.",,,,
smartbench_0071,ring_00120,"Security, Wildlife",Abnormal,"The video, captured by a Ring doorbell camera, shows a brightly lit entryway to a house. A woman wearing a gray t-shirt, orange shorts, and sandals. She is holding a smartphone in her right hand and bug spray in her left hand. She stops briefly, raises the spray can and sprays it around at the bugs at the entrance. The bugs then begin to attack her because of the spraying. This causes the woman to scream and run away from the entrance. A silver SUV is visible in the background, parked on the street facing the house. The environment is sunny and appears to be daytime.","A woman is exterminating pests with insecticide at the front door of a house. Several hornets attack the woman, causing her harm. This is considered an anomaly.",,,,
smartbench_0072,ring_00121,Security,Vague Abnormal,"The video, captured by a Ring security camera, shows a blue SUV parked in a driveway. A teal kayak is secured to the roof of the vehicle. The camera's perspective is from above, offering a wide view of the driveway and the street beyond. The blue SUV attempts to enter the garage but is unable to as the teal kayak hits the wall above the garage. This causes the blue SUV to back up and the driver, a woman wearing sunglasses and a white shirt, exits the blue SUV and walks towards the house. The environment is well-lit, suggesting a sunny day.","During the process of a car entering a garage, an accident occurred due to the paddleboard on the car roof being too high, resulting in property damage. This is considered a vague anomaly.",,,,
smartbench_0073,ring_00124,Wildlife,Abnormal,"The video shows three deer in a backyard with a small, rocky pond. The pond has a small waterfall feature on the right side. Two deer are drinking from the pond, one on the left and one in the center. The third deer is standing on the far left of the frame. The deer on the far left walks up to the pond and looks around. It then jumps into the pond, landing on the right side of the pond. This scares the deer that was drinking in the center. The deer on the left continues to drink. They all briefly look around. The deer in the center turns to face the camera. The deer on the left then continues to drink from the pond. The environment is sunny with clear skies.","Multiple deer appear around the pool and jump in to drink. Wild animals may cause damage to the homeowner's property and bring trouble, which is considered an anomaly.",,,,
smartbench_0074,ring_00126,Wildlife,Abnormal,"The video, captured by a Ring doorbell camera, shows a covered entryway to a house with a stone facade. A black car is parked in the driveway to the right. The time is dusk, with the sky showing a deep blue hue. A small deer enters the frame and approaches a flower pot at the entrance. It briefly lowers its head to the pot, seemingly eating. A voice, likely from a remote user viewing the live feed, is heard saying, 'Get away from my front door.' The deer is startled by the voice and flees quickly across the driveway and out of sight to the left. The voice of the remote user begins to laugh as the deer runs away. The sound of rustling leaves suggests the deer's swift movement through the foliage.","A deer appeared at the front door of a house and began eating the plants there. It fled upon the homeowner's warning. Wild animals can potentially cause damage to the homeowner's property and create trouble, which is considered an anomaly.",,,,
smartbench_0075,ring_00129,Pet Monitoring,Normal,"The video takes place on a wooden porch with a red railing. A woman wearing a white shirt and patterned pants is trying to get a large, light-colored dog to go outside. It is raining, and the dog is hesitant. The woman points to the rain and tells the dog, about it. The dog remains on the porch, observing the rain. A green leash is attached to the railing. The woman eventually turns and walks away, and the dog follows her out of frame. The porch is decorated for Halloween with a ghost poster visible on the right side.",The video shows a common pet monitoring event. The interactions between the woman and the dog are unconcerning as they observe the weather outside. The environment appears safe and normal. ,,,,
smartbench_0076,ring_00135,Security,Normal,"The video, captured by a Ring doorbell camera, shows a woman with long brown hair wearing a white tank top, black shorts, a white baseball cap, and pink running shoes. She is standing on a porch with a stone pillar to her left and a stone pillar to her right. She is wearing a black waist pack with two water bottles. The woman places her phone down on the edge of the column and begins dancing. She raises her arms above her head, twists her upper body from side to side, doing many different dance moves. A voice can be heard from a person using the doorbell camera to watch and enjoy the dance moves. The weather is sunny and clear. There are no significant changes in the environment during the video.","The video shows a fun interaction using the doorbell camera. A woman dances in front of the camera for the entire video. Nothing else happens that is concerning or uncommon, making this video normal.",,,,
smartbench_0077,ring_00136,Wildlife,Abnormal,"The video, captured by a Ring.com security camera, shows a backyard scene with a wooden deck on the right and lush greenery on the left. A thin wire stretches across the yard. The ground is damp, suggesting recent rainfall. A black bear approaches the wire. It encounters the wire and briefly stands on its hind legs, appearing to examine it and bite on it. The bear then drops back down as it pulls the wire down to the ground, momentarily pausing and looking down. It proceeds to walk towards to the right and exits the frame. The bear's demeanor appears curious rather than aggressive.","An anomaly is observed as a bear appears in the yard, breaking ropes and causing damage to the homeowner's property. It even attacks people and other animals, causing trouble and distress.",,,,
smartbench_0078,ring_00147,Pet Monitoring,Normal,"The video, captured at night by a Ring doorbell camera, shows a woman ascending concrete steps towards a house. She carries a small, fluffy, tan dog with a black collar. The dog's name tag reads 'Louie'. The woman, smiling, lifts the dog towards the camera, saying, 'Sassy Louie'. She then brings the dog closer to her face as she laughs and says, 'This is the face of a sassy dog'. The woman then opens the door and enters the house. The door closes behind her. Two garbage bins stand beside the steps, and a car is parked in the driveway to the right. Fallen leaves are scattered on the ground. The night is dark, and the air appears damp.","The video shows a normal and unconcerning of a woman entering her house carrying her dog. She is happy throughout and shows the dog off to the camera, while making jovial comments about the dog.",,,,
smartbench_0079,ring_00149,Security,Abnormal,"The video, captured by a Ring.com security camera, begins with a view of a driveway at night. Two cars, a dark gray pickup truck and a dark-colored SUV, are parked in the driveway. A person wearing a hooded sweatshirt and shorts walks into the frame from the right, passing between the two vehicles. As the person approaches the door, the camera's night vision activates, illuminating the scene with a greenish light. The SUV is now clearly a dark red color. A voice from the Ring camera system announces, 'Hi, you are currently being recorded.' This causes the person to turn around and walk away, exiting the frame. The video ends with the two vehicles stationary in the driveway.","In the video, an individual approaches and attempts to open a vehicle parked at the entrance. Upon the activation of the camera alarm, the person quickly flees the scene. This could potentially indicate theft, and is therefore considered an anomaly.",,,,
smartbench_0080,ring_00150,Wildlife,Abnormal,"The video, captured by a Ring doorbell camera at night, shows a black bear approaching the front door of a house. The bear, facing the camera, briefly looks around before standing on its hind legs. The bear's actions are calm and curious, appearing to try to look through the door or window behind the camera. The bear then drops back down on all fours and turns around. The environment is dark, illuminated only by the porch light and the camera's night vision. A car is partially visible parked in the driveway behind the bear.","Multiple black bears appear at the front door of a house. Wild animals may cause damage to the homeowner's property, and even attack people and other animals, causing trouble. This is considered an anomaly.",,,,
smartbench_0081,ring_00151,Pet Monitoring,Vague Abnormal,"The video begins with a golden retriever standing on top of a dining room table. The dog is facing left, looking down at something on the table. The dog's tail is wagging slightly. The room is dimly lit, with a light on in the ceiling. There are chairs around the table, and a fireplace is visible in the background. A woman's voice can be heard, speaking in Spanish. She is telling the dog to get down from the table. The dog turns its head to look at the camera and wags its tail as the woman continues to tell it to get down. The dog jumps down from the table and walks towards the camera. The camera lens is obscured as the dog approaches the camera.","A dog is caught stealing food from the table. After being warned by its owner, the dog flees from the table, causing damage to the homeowner's property. This behavior is troublesome and is considered an anomaly.",,,,
smartbench_0082,ring_00152,Kid Monitoring,Normal,"The video takes place at night in front of a house, illuminated by outdoor lighting. A man with dark hair and a beard is holding a young boy in a blue and white striped shirt. They are standing in front of a Ring doorbell camera. The child initially appears surprised, opening his mouth wide. The man speaks to the child in Spanish, asking him 'Who is going to answer?' The child doesn't respond verbally. The man then says 'Mama?' and kisses the child on the cheek. The child looks around making a mumbled noise. The man continues to hold the child as they stand in front of the house.","The video shows a man holding a young child approaching their house. The man is talking to the child and trying to engage him in a conversation. The child is responsive and interacts with the man. The overall interaction suggests a normal father-son relationship. The environment is well-lit and appears safe. There are no signs of forced entry, suspicious individuals, or unusual activities that would indicate a security threat.",,,,
smartbench_0083,ring_00153,Security,Abnormal,"The video, captured from a high-angle camera presumably mounted on a house, shows a backyard scene at night. The footage is initially dark, illuminated only by a dim light source. A white patio umbrella, partially closed, is positioned in the center of a paved patio area. A round table and two chairs are situated beneath the umbrella. To the left, a barbecue grill is visible. The rest of the backyard is covered in grass. A person, barely discernible in the darkness, walks from the left edge of the frame towards the patio, briefly illuminated by a motion-activated light. Once illuminated person hesitates then turns and runs off to leave the backyard, exiting on the right. The rest of the video shows no further movement.","A person appears at the door of a house, attempting to steal items. They flee the scene after triggering the alarm. This is considered an anomaly due to the presence of theft.",,,,
smartbench_0084,ring_00154,Pet Monitoring,Normal,"The video footage, captured by a Ring security camera, reveals the interior of a chicken coop. Four ducklings are seen moving freely, pecking at food in a red bowl on the ground. A metal water basin and a gray trash bin are positioned near the coop's entrance. A wooden ramp connects the coop to the outside. As a woman enters the coop, the ducklings scatter, startled by her arrival. She observes their reaction, noting their swift response to her presence. She then converses with someone watching through the security camera, the woman then proceeds to lift the trash bin's lid. The environment is well-lit, suggesting daytime, and the overall atmosphere transitions from peaceful to briefly chaotic upon the woman's entrance before returning to a calmer state.",The video shows a normal pet monitoring event. The ducklings in the video appear to be safe and calm as the person walks through. There is nothing in the video that is unusual or concerning.,,,,
smartbench_0085,ring_00157,Wildlife,Abnormal,"The video, captured by a Ring security camera at night, shows a large spider with long legs positioned directly in front of the camera lens. The spider moves down and across the camera, moving to the right side. The camera's infrared light illuminates the spider and surrounding area, revealing the intricate details of its legs and body. The background remains dark, suggesting a nighttime setting. The environment appears calm, with no other significant events or changes observed.","A spider appears at the entrance of a house. Wild animals may attack people and other animals, causing trouble, which is considered an anomaly.",,,,
smartbench_0086,ring_00158,Security,Abnormal,"The video, captured by a Ring security camera at night, shows two cars parked in a driveway. A person walks up to the driver's side of the white car, opens the door and partially gets into the car, looking around. The car's headlights are come on as the door opens. After looking around the white car, the person leaves the car and closes the door. The person then approaches the black car. As the person gets close to the black car's driver side door, a car alarm goes off. This causes the person to turn and walk away from the driveway.  A voice, possibly from the Ring camera, can be heard saying, ""Get away."" The video ends with both cars remaining stationary in the driveway as the car alarm continues to make noise.","In the video, an individual approaches and opens a vehicle parked at the entrance, rummages through the items inside, and quickly flees the scene when the camera alarm is triggered. This constitutes theft and is considered an anomaly.",,,,
smartbench_0087,ring_00159,Wildlife,Abnormal,"The video, captured by a Ring security camera at night, shows a black bear by a swimming pool. The bear, positioned on the left side of the pool initially, approaches a basketball lying on the ground and starts pawing and nudging it. It then moves towards the left, passing behind a poolside basketball hoop and two inflatable pool toys - a pink flamingo and a white unicorn. The bear continues to play with the basketball, pushing it along the edge of the pool. The environment is dark, illuminated only by the camera's night vision and ambient light from the house. The pool water appears calm, suggesting no other significant activity in the vicinity.","A bear appears in the yard, posing a potential threat to the homeowner's property. Wild animals like this could cause damage, even attack people and other animals, causing trouble. This is considered an anomaly.",,,,
smartbench_0088,ring_00160,Security,Vague Abnormal,"The video, captured by a Ring.com security camera, shows a residential street scene during a hailstorm. Two vehicles, a silver pickup truck and a dark blue sedan, are parked in a driveway. The hailstorm is evident by the numerous small, white hailstones bouncing off the vehicles and the ground. The hailstones appear to be falling heavily, based on the density and frequency of their impact. The sky is overcast and gray, indicating stormy weather. No people or animals are visible in the video. The environment remains static throughout the video, with only the falling hailstones indicating any change.","Hail is falling outside the house, which could potentially damage the vehicles parked at the entrance. This is considered an ambiguous anomaly.",,,,
smartbench_0089,ring_00161,Wildlife,Normal,"The video shows a bird's nest nestled in the branches of a tree with large, green leaves. The nest is made of twigs and other natural materials. Two baby birds with orange beaks and minimal feathers are nestled inside. An adult American Robin perches on the edge of the nest and feeds the baby birds. The adult bird appears to regurgitate food into the mouths of the chicks. The environment is bright and sunny, suggesting it is daytime. The leaves of the tree sway slightly, indicating a gentle breeze.","The video shows a typical bird feeding event. Two adult birds are tending to their nestlings in a tree. One bird arrives with food and distributes it among the chicks, while the other bird observes from a nearby branch. The chicks are vocal and eager to be fed. The environment appears to be a typical outdoor setting with trees and foliage. This behavior aligns with the natural feeding patterns of birds and does not indicate any unusual or concerning activity.",,,,
smartbench_0090,ring_00162,Wildlife,Abnormal,"The video, captured in night vision, shows a porch at night. Two raccoons are on the porch, one on the railing and the other on a plant pot containing a succulent. The raccoon on the pot is facing the camera and appears to be eating something from the pot. A voice can be heard saying, ""Hey, get away!"" The raccoon on the railing leaves. The raccoon on the pot looks up at the camera and then continues to eat. The voice can no longer be heard. The raccoon on the pot looks around and then continues to eat from the pot.","Two small raccoons appeared at the front door of a house and were startled by the sound of the security camera. They kept observing the camera. Wild animals like these could potentially cause damage to the homeowner's property and create trouble, which is considered an anomaly.",,,,
smartbench_0091,ring_00163,Pet Monitoring,Normal,"The nighttime video, captured by a Ring doorbell camera, shows a woman standing on a porch, holding a black cat. The woman, wearing a light-colored shirt, excitedly greets the camera with an exclamation of ""Hey!"" while showing the cat to he camera. She holds the cat close, expressing her joy and relief at finding it. The cat, with wide, startled eyes, appears overwhelmed by the situation. The woman continues to cuddle and reassure the cat, her happiness evident in her demeanor. The background reveals a residential street illuminated by streetlights, with trees and houses visible in the distance. The environment is calm, with no other significant activity.",The videos appears to be a safe and happy event as the woman shows off her black cat to the doorbell camera. Nothing unusual or concerning happens throughout the video.,,,,
smartbench_0092,ring_00165,Pet Monitoring,Abnormal,"The video, captured by a Ring.com security camera, shows a wooden porch of a brick house with two black cows. The larger cow initially stands on the porch, partially obscured by the railing, while the smaller one grazes from a potted plant. After a brief moment, the larger cow steps back towards the railing, while the smaller one continues to graze. The environment appears to be daytime with overcast skies, and the grassy area beyond the porch suggests a rural setting.","Two cows appear at the front door of a house and consume the green plants there. The pets are outside alone without their owner, which could indicate that they have escaped from the house. This is considered an anomaly.",,,,
smartbench_0093,ring_00166,Pet Monitoring,Vague Abnormal,"The video, captured by a Ring indoor security camera, shows a dimly lit living room at night. A Christmas tree with twinkling lights stands in the corner. A dog bed lies on the floor in the center of the room. A dark figure, presumably a dog, is briefly visible in the background. The camera focuses on a pile of dog feces on the floor near a wooden table leg. The camera then pans back to the dog, who is now standing in the middle of the room. A woman's voice can be heard, expressing disappointment about the dog defecating indoors. The dog remains still as the woman speaks. The audio suggests the woman is not physically present in the room.","A dog, in the absence of its owner, defecates indiscriminately around the house, causing inconvenience. This is considered a vague anomaly.",,,,
smartbench_0094,ring_00168,Security,Abnormal,"The video, captured by a Ring security camera, shows a covered patio area at night. A bright light is positioned in the center of the archway leading to a fenced-in backyard with green artificial turf. A wooden rocking chair is visible on the left side of the frame. A person wearing a blue hooded jacket enters the patio from the right, walks towards the rocking chair, briefly interacts with something or someone obscured from view. A voice can be heard coming from the security camera, questioning the person as they continue to look around. The person then exits the patio in the same direction, stepping over the gate. The individual's face is blurred for privacy. The environment appears calm, with no significant changes in lighting or weather conditions.","At the entrance of the house, someone took items without permission and left the scene after being warned by the owner. This is considered an anomaly.",,,,
smartbench_0095,ring_00170,Pet Monitoring,Abnormal,"The video, captured by a Ring doorbell camera, shows a covered porch with a concrete floor. A white plastic dog house is visible on the left, and a black bowl sits on the right. The video begins with a goose with light brown and white feathers eating from a clear bowl in front of the dog house. Three chickens, one white, one brown, and one black, are visible in the background, standing on a grassy lawn. The goose finishes eating and steps back, looking around. It is then joined by a second, white goose. The two geese and the chickens gather near the door, looking at the camera. The goose that was initially eating bends down and appears to peck at the ground. The video ends with the geese and chickens remaining on the porch.","Multiple geese and chickens appeared at the front door of a house, eating food left there. One goose even pecked at the camera, triggering an alarm. This could potentially cause damage to the homeowner's property and create inconvenience. The pets being outside unattended may suggest that they have escaped from the house, which is considered an anomaly.",,,,
smartbench_0096,ring_00172,Wildlife,Abnormal,"The video, captured by a home security camera, shows a suburban street scene. A blue SUV is parked in a driveway, partially obstructing the camera's view. Several other vehicles, including a white SUV, a black pickup truck, and a dark-colored sedan, are parked along the opposite side of the street. The street is wet, suggesting recent rainfall. A wooden fence runs along the edge of the property line, separating it from the street. A gray squirrel briefly enters the frame, leaping from directly above the security camera and onto the fence below. The squirrel's movements are quick and agile.","A squirrel appears around the house and jumps on the camera. Wild animals may cause damage to the homeowner's property and bring trouble, which is considered an anomaly.",,,,
smartbench_0097,ring_00173,Security,Abnormal,"The video, captured by a Ring security camera at night, shows a backyard with a wooden fence. Two individuals, their faces blurred for privacy, walk into the camera's view. One individual, wearing a dark jacket and pants, approaches the fence and appears to be looking for something. The other individual, also in dark clothing, stands further back. The first individual then walks out of the camera's view. The audio captures the automated voice message from the Ring camera, stating, 'Hi, you are currently being recorded.' This startles the two individuals and they turn and run away in the direction that they came from.","Someone attempted to sneak into the yard and fled the scene after triggering the alarm. This could potentially be an act of theft, and is considered an anomaly.",,,,
smartbench_0098,ring_00174,Security,Normal,"The video, captured by a Ring security camera, shows a sunny day in a suburban neighborhood. A white garbage truck with a red logo is seen driving down the street, stopping briefly in front of a house. A man wearing a gray shirt and blue shorts emerges from behind the camera's view, pushing a blue recycling bin. He places the bin on the edge of the driveway and waves to the garbage truck driver. The garbage truck approaches the bin that the man placed out and lifts and dumps it in, before placing the bin back down. The truck drives away, and the man retrieves the bin, walking it back towards the house.",The video shows a man pushing his garbage bin out to the curb to be emptied by an incoming garbage truck. This is a common occurrence and nothing appears unusual or distressing about the situation.,,,,
smartbench_0099,ring_00175,Wildlife,Abnormal,"The video, captured by a Ring security camera at night, shows a black bear in a driveway. The bear, standing on its hind legs, is rummaging through the open bed of a red pickup truck parked in the driveway. A white car is parked in front of the truck. A person, presumably the homeowner, is heard twice asking the bear, ""Hey, what are you doing? Get out of there!"" The bear, startled by the voice, jumps out of the truck bed and flees the scene. Scattered pieces of debris and trash from the truck bed are visible on the driveway after the bear leaves.","A bear appeared at the doorstep of a house and opened a vehicle to enter. It left the scene after the owner's warning. The wild animal caused damage to the homeowner's property and even attacked people and other animals, causing trouble. This is considered an anomaly.",,,,
smartbench_0100,ring_00180,Security,Normal,"The video, captured by a Ring doorbell camera, shows a hallway with beige walls and a wood-like floor. A man wearing a green shirt, black pants, and sunglasses approaches a door on the right side of the hallway. He is dancing as he moves throughout the video. He is holding two clear plastic drinks, and a pair of straws. He opens the door and backs up into the room inside continuing to dance as he moves. The hallway is dimly lit, suggesting it might be evening or night. There are no other individuals or significant objects visible in the video.",The video shows a man happily dancing as he brings home a couple beverages. The man is relaxed throughout the video and there are no signs of concerning or distressing behavior throughout the video.,,,,
smartbench_0101,ring_00181,Pet Monitoring,Normal,"The video, captured by a Ring indoor security camera, shows a living room scene. A golden retriever dog is the central subject. Initially, the dog is at the far end of the room, walking towards the camera. It briefly sniffs the camera lens before moving away. An orange ball rests on the floor near two brown reclining armchairs. The dog circles behind the chairs, reappearing to approach the camera again. A television playing a program is visible in the background. The dog remains in front of the camera for a while, looking directly at it. Off-camera, a person addresses the dog by name, 'Baba,' multiple times. The dog's attention is centered on the camera as it curiously listen to the people's voices. The person asks, 'Where you going?' as the dog moves away from the camera's view.",The video shows a normal pet monitoring event. Users are using the indoor security camera to check on and interact with the dog in the video. The dog and the users are calm throughout the video and show no signs of distress or concern. ,,,,
smartbench_0102,ring_00182,Wildlife,Abnormal,"The video, captured at night by a Ring security camera, shows a gray sedan parked in a covered carport. A calico cat is perched on the car's roof, next to a bowl of cat food. A raccoon approaches from the right and climbs onto the car, causing the cat to back away. The cat hisses at the raccoon and backs away which then knocks the bowl off the car, breaking the bowl and spilling the food onto the ground. The cat jumps down from the car and walks around the car reappearing to the right of the car. The raccoon remains on the roof of the car, staring down at the cat.","A cat appears on the roof of a car at the doorstep, possibly indicating that a pet has escaped from home. Furthermore, there is a potential risk of the cat being harmed by a raccoon, which is considered an anomaly.",,,,
smartbench_0103,ring_00183,Security,Abnormal,"The video, captured from a high vantage point, likely a Ring doorbell camera, shows a nighttime scene in a driveway. Two cars, a dark-colored sedan (possibly gray) and a white Dodge Challenger, are parked adjacent to each other. A person wearing a red shirt and dark pants opens the driver's side of the Challenger. The environment is dark, illuminated by the camera's night vision and a dim exterior light source. The camera's audio system announces, 'Hi, you are currently being recorded,' as the person holds the car door open. The announcement causes the person to close the door and flee the scene.","In the video, an individual approaches and opens a vehicle parked at the entrance. Upon the activation of the camera alarm, they quickly flee the scene. This could potentially indicate theft, and is therefore considered an anomaly.",,,,
smartbench_0104,ring_00184,Wildlife,Abnormal,"The video, captured by a Ring.com security camera at night, shows a front yard illuminated by infrared light. A deer is seen in the yard, approaching a black bucket near the front door. The homeowner, off-camera, speaks to the deer, telling it not to eat from the bucket and wishing it a good night. The deer, startled by the homeowner's voice, lifts its head and looks towards the camera. The homeowner continues to speak to the deer, urging it to leave the yard. The deer turns and walks away from the bucket, across the lawn, and out of sight. The video ends with the homeowner thanking the deer and wishing it a good night.","A deer appeared at the front door of a house and began eating the plants there. After being warned by the homeowner, it left the scene. Wild animals can potentially cause damage to a homeowner's property and cause trouble, which is considered an anomaly.",,,,
smartbench_0105,ring_00186,Wildlife,Abnormal,"The night-vision video, likely from a Ring doorbell camera, shows a snake slowly climbing up a porch railing. The snake, light in color, appears non-venomous and is about 3-4 feet long. It starts at the base of the railing, near the steps, and gradually ascends, wrapping its body around the vertical post. The snake's movements are fluid and deliberate. The environment is a residential street at night, with visible houses and streetlights. The ground appears wet, and rain is visible. The snake continues to move across the railing heading towards the front steps and away from the front door.","A snake appears at the front door of a house, slithering back and forth on the railing. Wild animals like this could potentially cause damage to the homeowner's property, or even attack people and other animals, causing trouble. This is considered an anomaly.",,,,
smartbench_0106,ring_00187,Pet Monitoring,Normal,"The video, captured by a Ring doorbell camera, shows a woman standing on a porch with a corgi in her arms. The corgi is wearing a red harness and a blue leash. The woman is smiling and looking at the dog. She is holding the dog's leash in her right hand. The dog is looking around and appears excited. The porch is located in front of a house with a green lawn. A white car is parked in the driveway. An American flag is visible on the right side of the frame, attached to the house. The weather is sunny and clear. The video ends with the woman putting down the dog.",The video shows a fun event where a woman shows off her dog to the doorbell camera. The situation is calm and pleasant showing no signs of concern.,,,,
smartbench_0107,ring_00189,Kid Monitoring,Normal,"The video, captured by a Ring.com doorbell camera, shows a driveway and a road. A white pickup truck is parked in the driveway. A young boy in pajamas runs into the frame from inside, waving his arms. A man exits the truck and walks towards the boy. The boy asks the man for a hug. The man kneels and embraces the boy in a hug. They separate, and the man points towards the house while speaking to the boy. The boy waves goodbye to the man as he walks back to the truck. The weather appears to be overcast.",The video shows a loving interaction between a man and his child. The child asks for a hug from his dad as he is about to leave. The entire interaction is wholesome and unconcerning.,,,,
